职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
测试工程师,联想中国PC及服务器工厂,10-15万/年,深圳·光明区,3-4年,本科,已上市,500-1000人,计算机硬件,https://jobs.51job.com/shenzhen/127612690.html?s=sou_sou_soulb&t=0_0&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coUjdVMlA7U2wFaVE6B2E.html
系统集成工程师,广州小端信息科技有限公司,1-1.3万·13薪,广州·南沙区,3-4年,大专,民营,,计算机软件,https://jobs.51job.com/guangzhou/148085025.html?s=sou_sou_soulb&t=0_0&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coCWgAZgdjVWoBYQZlAWU.html
体系工程师,弘图微（上海）电子科技有限公司,1.5-2.5万·15薪,上海·浦东新区,5-7年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/148031065.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coAGEHZV45AD0PYgJiXT8.html
Python,上海众哲计算机科技有限公司,1.1-1.5万,上海,3-4年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/143932530.html?s=sou_sou_soulb&t=0_0&req=f3fa43678f2b4504e238e667a2a80d32,https://jobs.51job.com/all/coAWUAbFQ3BDIAYwNoBWY.html
Python开发,深圳市长亮科技股份有限公司,1.5-2万,深圳,5-7年,大专,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147591727.html?s=sou_sou_soulb&t=0_0&req=f3fa43678f2b4504e238e667a2a80d32,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
Python高级开发工程师,上海华屹数码科技有限公司,2-3.5万,上海·徐汇区,3-4年,大专,合资,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/137423975.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coVDQAYVE7VGhVMgFq.html
Python开发-周末双休-待遇优,深圳极联信息技术股份有限公司,1.5-2.5万,上海·虹口区,3-4年,本科,民营,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/146559253.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coUTQFaF80DzcDYQZnUjY.html
Python开发工程师,蓬江区恒准达电子设备中心,50-100万/年,深圳·龙华区,3-4年,本科,合资,1000-5000人,机械/设备/重工,https://jobs.51job.com/shenzhen/146748372.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coAmNSMwNgUWgDZVc1VzY.html
Python物联网安全研发工程师,中国科学院信息工程研究所,8千-1万,北京·海淀区,无需经验,本科,事业单位,1000-5000人,政府/公共事业,https://jobs.51job.com/beijing/144425177.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coUzFXM1YyVWhVMQZlXTw.html
MCA - HiL测试,爱特斯（上海）商务咨询有限公司,1.5-2.5万·13薪,上海·浦东新区,3-4年,本科,外资（欧美）,少于50人,通信/电信运营、增值服务,https://jobs.51job.com/shanghai/148594004.html?s=sou_sou_soulb&t=0_0&req=ff7bf3630a6f241bde7082de04dc3891,https://jobs.51job.com/all/coVjYGZFI3U2pRNVAzVjE.html
数据分析助理,贵州开阔科技有限公司,7千-1万,深圳·宝安区,无需经验,本科,民营,,计算机软件,https://jobs.51job.com/shenzhen/143207434.html?s=sou_sou_soulb&t=0_0&req=ff7bf3630a6f241bde7082de04dc3891,https://jobs.51job.com/all/coBWRXNwRjBDpVNQJgAGQ.html
大数据工程师助理/包住,广州博锐信息技术有限公司,6-9千,广州·白云区,无需经验,本科,民营,50-150人,,https://jobs.51job.com/guangzhou/142575958.html?s=sou_sou_soulb&t=0_0&req=ff7bf3630a6f241bde7082de04dc3891,https://jobs.51job.com/all/coVTQGYFE7Az1TMgNnAWM.html
数据工程师,广州市伟圣实业有限公司,7千-1.2万,广州·番禺区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/142907859.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coBGFWOlQ1VGsFaVY8BWI.html
大数据开发,上海云逐信息技术有限公司,1-1.1万,上海·浦东新区,3-4年,本科,民营,50-150人,,https://jobs.51job.com/shanghai/148078822.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coB2RTMF87VG0CZwRvVzU.html
电脑程序员,有利华建材（惠州）有限公司,8千-1.2万,惠州,3-4年,本科,外资（非欧美）,500-1000人,建筑/建材/工程,https://jobs.51job.com/shenzhen/147376176.html?s=sou_sou_soulb&t=0_1&req=7325a2f1e944b7f91e9203caf8b8188f,https://jobs.51job.com/all/coCW1VN1YyADgEZlAzUTI.html
Python开发工程师,成都迈思信息技术有限公司,1-1.5万,深圳·南山区,2年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/146875466.html?s=sou_sou_soulb&t=0_0&req=2c85a2da539c78c464a1def9b8cbbd36,https://jobs.51job.com/all/coBWACZV44BDgOaVE6XT4.html
Python开发工程师,亚创（上海）工程技术有限公司,1.5-2万·13薪,上海·长宁区,5-7年,本科,外资（欧美）,10000人以上,汽车,http://altran.51job.com/#/join/detail?jobid=146295933,http://altran.51job.com/
算法测试工程师,深圳市瑞驰信息技术有限公司,1.5-3万·13薪,深圳·南山区,3-4年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146336264.html?s=sou_sou_soulb&t=0_0&req=353e6a5854ec77df2e5cf2da3c45134d,https://jobs.51job.com/all/coAGJVMVAwDjBTMAZjAGI.html
PVT算法工程师/专家,千寻位置网络有限公司,2-4万,湖州·德清县,无需经验,硕士,合资,1000-5000人,计算机软件,https://jobs.51job.com/beijing/140242277.html?s=sou_sou_soulb&t=0_1&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coVDRdOVYzBTwDYwdgVDc.html
软件工程师-应用开发,上海曼恒数字技术股份有限公司,1.5-3万,上海,2年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/shanghai/137322429.html?s=sou_sou_soulb&t=0_0&req=1058a90b96511d61aa372205bb2dd302,https://jobs.51job.com/all/coAGRRMABnBz4Ha1Q_.html
Nand Flash分析工程师,置富科技（深圳）股份有限公司,1.5-2万,深圳·龙岗区,1年,本科,已上市,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/146572283.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coBGAFaFU0ADwCYlY2AmY.html
数据采集专员,贵州省创敢科技有限责任公司,8千-1.2万,深圳·南山区,无需经验,本科,民营,,计算机软件,https://jobs.51job.com/shenzhen/144660219.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coCWhSNVI0ATcPaVc0UzU.html
ROS软件工程师,三一重工港机事业部,1.5-3万·16薪,珠海·金湾区,5-7年,本科,民营,1000-5000人,,https://jobs.51job.com/shanghai/148554979.html?s=sou_sou_soulb&t=0_1&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coCW1dO1A0DjNWMVc3UTw.html
高级数据开发工程师,捷普集团-绿点科技 （深圳）有限公司,1.4-2.5万·16薪,成都·崇州市,3-4年,本科,外资（欧美）,5000-10000人,,https://jobs.51job.com/chengdu/147134712.html?s=sou_sou_soulb&t=0_0&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coCWxUNFEyADdVNA1mB2U.html
Python/Django软件开发工程师,安世亚太科技股份有限公司,1.6-2万,北京·朝阳区,2年,本科,民营,500-1000人,,https://jobs.51job.com/beijing/128515391.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coB2IBZQRgDjACYg1s.html
Python软件工程师,珠海精实测控技术股份有限公司,8千-1.5万,深圳·龙华区,2年,大专,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/148517659.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coBWcHZlIyVG4CZwVgAGc.html
Python,江苏润和软件股份有限公司,1.5-2.4万,上海,3-4年,本科,已上市,10000人以上,计算机硬件,https://jobs.51job.com/wuhan/148529429.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coCW4CZwBlAzQBbQJo.html
虚拟化工程师,成都泰河科技有限公司,0.8-1万,成都·武侯区,2年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/136578995.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coBGBcMVU0UmVUNFM5BWc.html
脑电工程师,贝泰福医疗科技成都有限公司,1-2万·13薪,成都·高新区,2年,本科,外资（欧美）,50-150人,医疗/护理/卫生,https://jobs.51job.com/chengdu/140207970.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coCG1cMVU3DjIFYg1qBmU.html
python工程师（后台）,广东择才猫科技有限公司,1.2-2.4万,东莞·南城区,3-4年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/148329100.html?s=sou_sou_soulb&t=0_1&req=f8b744526e9c7c16ac162b44ceb1ec8c,https://jobs.51job.com/all/coCWhTN187UmgAZQJoXDA.html
高级固件后端工程师（FW Engineer ）,北京特纳飞电子技术有限公司,4-7万·14薪,北京·海淀区,5-7年,本科,合资,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/140068008.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBGQCYgNoVWIGZA1oXD0.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,广州·番禺区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/130072449.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
Python后端开发工程师,四川菠萝密智能技术有限公司,1-2万·13薪,成都·高新区,无需经验,本科,民营,少于50人,,https://jobs.51job.com/chengdu/147245215.html?s=sou_sou_soulb&t=0_0&req=f3fa43678f2b4504e238e667a2a80d32,https://jobs.51job.com/all/coVTVUOFI3BztSNgJjBWA.html
Python后台开发工程师,昌泰云技术服务（深圳）有限公司,9千-1.2万,深圳·南山区,2年,大专,民营,50-150人,电气/电力/水利,https://jobs.51job.com/shenzhen/146929824.html?s=sou_sou_soulb&t=0_0&req=f3fa43678f2b4504e238e667a2a80d32,https://jobs.51job.com/all/coB2QBbARjBDgDbwJiAGY.html
BIOS开发工程师,立讯精密工业股份有限公司,2-4万·14薪,上海·浦东新区,5-7年,本科,已上市,10000人以上,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/140680287.html?s=sou_sou_soulb&t=0_0&req=657fda01212ef1ad565cc1d1bdce1864,https://jobs.51job.com/all/coVDRQMFQzVW4GawRlXTE.html
现场技术工程师 (MJ000909),酷哇科技有限公司,1-1.3万·13薪,上海·嘉定区,2年,本科,民营,1000-5000人,计算机硬件,https://jobs.51job.com/shanghai/147393995.html?s=sou_sou_soulb&t=0_0&req=657fda01212ef1ad565cc1d1bdce1864,https://jobs.51job.com/all/coBWACYV46Bz4FYwViVDU.html
数据开发工程师,恩士迅信息科技（中国）有限责任公司,1.2-2万·13薪,广州·黄埔区,3-4年,本科,合资,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/142896120.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coCGgAYl8_BjgDZwVvUzQ.html
数据处理转换工程师,广州美谛医疗软件有限公司,1-1.2万,广州,10年以上,本科,外资（欧美）,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/148471243.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVjMBbQVmAT0HZwRmUTE.html
PVT算法工程师/专家,千寻位置网络有限公司,2-4万,湖州·德清县,无需经验,硕士,合资,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/140242278.html?s=sou_sou_soulb&t=0_1&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coVDRdOVYzBTwDYwdgVDc.html
Python,深圳市睿服科技有限公司,1-1.1万,深圳·南山区,2年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/146893046.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
Python数据分析师,深圳乙人信息科技有限公司,1-2万,深圳·龙岗区,3-4年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147521200.html?s=sou_sou_soulb&t=0_0&req=f8b744526e9c7c16ac162b44ceb1ec8c,https://jobs.51job.com/all/coBWVSPwBhVmkDYFQwVTI.html
机器人流程自动化业务分析工程师,河北旭高企业管理咨询有限公司,1.9-2.3万,上海·浦东新区,5-7年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/139958524.html?s=sou_sou_soulb&t=0_0&req=a3da97a080832c5a976651ad8974c8bb,https://jobs.51job.com/all/coA2IAZARuUW0GZQVnUj4.html
爬虫开发工程师,深圳市胖达摸鱼科技有限公司,8千-1.2万,深圳·宝安区,1年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/131260240.html?s=sou_sou_soulb&t=0_0&req=a3da97a080832c5a976651ad8974c8bb,https://jobs.51job.com/all/coUTEFZFMwVWoBZ1QxXDw.html
Python开发工程师,上海明运信息科技有限公司,1-2万,上海·浦东新区,1年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/135563840.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coCGwFYwVjBD0GYAVkBmA.html
算法工程师（Scheduling）,上扬软件（上海）有限公司,1.5-3万,北京·大兴区,5-7年,硕士,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/beijing/148534498.html?s=sou_sou_soulb&t=0_0&req=585b88ebe53a7335a5cd31df34cb39c1,https://jobs.51job.com/all/coBGYHalEzBThWMQdi.html
Python开发工程师,北京聚源锐思数据科技有限公司,8千-1.2万·13薪,北京,2年,本科,民营,50-150人,金融/投资/证券,https://jobs.51job.com/beijing/146155105.html?s=sou_sou_soulb&t=0_0&req=3ba95d48f59b90a6f5d8b9a456ecbfc7,https://jobs.51job.com/all/coUzcCZgJgBToAYwVnAmY.html
Python开发工程师,北京初志科技有限公司,1.2-2.4万,北京·海淀区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147117555.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coUjZTMgBgUmwAYFc8VDI.html
嵌入式软件主管,深圳市易科诺科技发展有限公司,3-4万,深圳·宝安区,3-4年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/shenzhen/146992628.html?s=sou_sou_soulb&t=0_0&req=9cbdb0128ced39453bed6f57772fd6e1,https://jobs.51job.com/all/coAmdcPFI3Bj0Pa1cxUjM.html
图像算法工程师,广东触电传媒科技有限公司,1.8-2.4万,广州·越秀区,2年,硕士,国企,150-500人,计算机软件,https://jobs.51job.com/guangzhou/143675928.html?s=sou_sou_soulb&t=0_0&req=b8cbf5ce6a5243144b261a60d79906d2,https://jobs.51job.com/all/coA2YFaFU_DjABYw1qBmQ.html
Python数据开发工程师,成都高御信息科技有限公司,8千-1.5万·13薪,成都·高新区,1年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/chengdu/148061207.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coBGcAbQdiAjpWNlQ_AWY.html
Python后台开发工程师,深圳市睿服科技有限公司,1.4-2万,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148040249.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
Middle CC CNOM Python Dev.-6888,瞬联软件科技（北京）有限公司 CIeNET Technologies,1.3-1.8万·13薪,上海,2年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/shanghai/148497124.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
Python Engineer,印孚瑟斯技术（中国）有限公司,1.5-3万·13薪,广州·天河区,5-7年,大专,外资（非欧美）,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/146978343.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coAGRVM1A1Bj1UMwVhBmA.html
Python开发,深圳市易立德信息科技有限公司,1.4-1.9万,广州,3-4年,本科,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/147176841.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coA2ICYwRhU2RSMgRnUTc.html
Python开发工程师,友邦资讯科技（广州）有限公司成都分公司,9千-1.4万·13薪,成都,2年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/chengdu/143188266.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coCGkHZwVnVGgGYlQyVDM.html
Python物联网安全研发工程师,中国科学院信息工程研究所,8千-1万,北京·海淀区,无需经验,本科,事业单位,1000-5000人,政府/公共事业,https://jobs.51job.com/tianjin/144425178.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coUzFXM1YyVWhVMQZlXTw.html
Python Django/ Flask Web中级开发工程师,上海治吉信息科技有限公司,1.5-1.8万,上海·长宁区,3-4年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/143512280.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coUTFRM1A7VW1WNlM2AmI.html
Python运维开发工程师,信必优(深圳)信息技术有限公司,2-2.7万,广州,3-4年,本科,外资（欧美）,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/147160485.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coAmcHYwRkDzEDbgRu.html
SRE技术支持工程师-（C）,上海择仕信息科技有限公司,1.2-1.6万,上海·长宁区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/144746030.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coA2NTNlQzDjAOaFQ1VjY.html
python爬虫高级工程师,广东德生科技股份有限公司,1-1.8万,广州·天河区,3-4年,本科,已上市,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/147194490.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coVTEHZVY8AjkCbgZmBWU.html
手游服务端开发工程师,汉堂软件工程（上海）有限公司,9千-1.3万·13薪,广州,1年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/141356213.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coUzYBYABjUW4DbgxrVjs.html
嵌入式软件开发工程师,北京知存科技有限公司,2-4万·14薪,深圳·龙华区,5-7年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/beijing/147992827.html?s=sou_sou_soulb&t=0_0&req=a3da97a080832c5a976651ad8974c8bb,https://jobs.51job.com/all/coAGFdOlEzBzgDbwFjXDs.html
数据分析师,成都费森科斯科技有限公司,8千-1万,成都·高新区,无需经验,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/xianyang/141711558.html?s=sou_sou_soulb&t=0_0&req=167b44e57b475e1c1f5bf6ed8d73e931,https://jobs.51job.com/all/coBmcHYFEyUmQAZVE1UTM.html
研究工程师,深圳领威科技有限公司,1.5-2.5万,深圳·龙华区,2年,本科,合资,1000-5000人,机械/设备/重工,https://jobs.51job.com/shenzhen/141690413.html?s=sou_sou_soulb&t=0_0&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coUzdWO1YyATZSMQ1rBmY.html
ERP实施顾问(Python开发),成都普赛睿生物医药科技有限公司,1.2-2万·13薪,成都·高新区,2年,硕士,民营,50-150人,制药/生物工程,https://jobs.51job.com/chengdu/141262931.html?s=sou_sou_soulb&t=0_0&req=2c85a2da539c78c464a1def9b8cbbd36,https://jobs.51job.com/all/coA2NWNFIwVmwAZAZlVTY.html
福田院-电子工程师,香港中文大学深圳研究院,1-1.8万,深圳·福田区,3-4年,本科,事业单位,50-150人,学术/科研,https://jobs.51job.com/shenzhen/143909962.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coUzNTP184VG4CZgRlUzY.html
数据分析师,成都费森科斯科技有限公司,8千-1万,成都·高新区,无需经验,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/xianyang/141711558.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coBmcHYFEyUmQAZVE1UTM.html
图像信号处理算法资深工程师(H6396),上海近观科技有限责任公司,2.5-4万·15薪,上海·宝山区,5-7年,硕士,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/141280309.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coA2JUMgdkBzEHawRiUDc.html
大数据分析师,宜通世纪科技股份有限公司,5-7千,广州·天河区,1年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/142563413.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coBmJQN1MyVmpVMgJg.html
Python开发工程师,深圳市紫川软件有限公司,1-1.6万,深圳·南山区,3-4年,大专,民营,500-1000人,,https://jobs.51job.com/shenzhen/146857505.html?s=sou_sou_soulb&t=0_0&req=3ba95d48f59b90a6f5d8b9a456ecbfc7,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
Python数据开发,南京争锋信息科技有限公司,1-2万,深圳·福田区,1年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/120147086.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coCWtWMlUxBDsPaQdhBWc.html
Python开发工程师,加绩（上海）科技服务有限公司,2-2.4万,上海·徐汇区,2年,本科,已上市,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/140975591.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coBGQAYFQyATtTNFY8Am4.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,上海·徐汇区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/118888036.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
测试开发,深圳市长亮科技股份有限公司,1.4-2万,北京·丰台区,5-7年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/147937231.html?s=sou_sou_soulb&t=0_0&req=657fda01212ef1ad565cc1d1bdce1864,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
Sr. CAD Design Engineer,上海安路信息科技股份有限公司,2-4万,上海·浦东新区,无需经验,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/133385014.html?s=sou_sou_soulb&t=0_0&req=657fda01212ef1ad565cc1d1bdce1864,https://jobs.51job.com/all/coBGAGagBqVWJVMQNmUTU.html
MES后端开发工程师,昆山同日工业自动化有限公司,7千-1.4万,成都·简阳市,1年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/changzhou/145209384.html?s=sou_sou_soulb&t=0_0&req=2546a32a4c6488cf71ad1914e293604d,https://jobs.51job.com/all/coB2NUOANjBjgCZVY9AmY.html
机器人流程自动化业务分析工程师,河北旭高企业管理咨询有限公司,1.9-2.3万,上海·浦东新区,5-7年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/139958524.html?s=sou_sou_soulb&t=0_0&req=2546a32a4c6488cf71ad1914e293604d,https://jobs.51job.com/all/coA2IAZARuUW0GZQVnUj4.html
软件开发工程师（PHP）,飞域（广州）国际贸易有限公司,1-1.5万,广州·天河区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/qingdao/147083075.html?s=sou_sou_soulb&t=0_0&req=7325a2f1e944b7f91e9203caf8b8188f,https://jobs.51job.com/all/coUTFUNF81UmwPb1EzUTc.html
ISP图像处理工程师/摄相头,上海靓固生态环境科技股份有限公司,1.2-2.4万,上海·浦东新区,1年,本科,民营,少于50人,建筑/建材/工程,https://jobs.51job.com/shanghai/141394117.html?s=sou_sou_soulb&t=0_0&req=7325a2f1e944b7f91e9203caf8b8188f,https://jobs.51job.com/all/coB2RSPl4_Aj9VNwRuAWI.html
少儿编程讲师（誉山国际校区）,广州粤嵌通信科技股份有限公司,6-8千,广州·增城区,1年,大专,已上市,500-1000人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/127981050.html?s=sou_sou_soulb&t=0_0&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coAmZUN1AwBTwEZlMzUjA.html
RPA开发（高级）,佰聆数据股份有限公司北京分公司,1.5-2万,广州·黄埔区,5-7年,本科,民营,500-1000人,,https://jobs.51job.com/guangzhou/147720267.html?s=sou_sou_soulb&t=0_0&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coBmVSMVUzAj4CZFY0AWI.html
路径规划高级算法工程师,广东亿嘉和科技有限公司,2-4万·15薪,深圳·南山区,2年,硕士,已上市,500-1000人,家具/家电/玩具/礼品,https://jobs.51job.com/shenzhen/142197681.html?s=sou_sou_soulb&t=0_0&req=f7ad3a7e77e67b4acfeef9a5db5e0a9b,https://jobs.51job.com/all/coUjNVMQRkVmoBYVcyB2E.html
Python开发主管,深圳市爱瑞古德科技有限公司,1.5-2.5万,深圳,3-4年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/148462408.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coVDVSNFY1VG4AbVQyB2I.html
